EPD	Enterprise Products Partners L.P.	22.93	45.99	n/a	Public Utilities	Natural Gas Distribution	http://www.nasdaq.com/symbol/epd	22.930000	2016-04-28
ESRX	Express Scripts Holding Company	67.84	45.88	1992	Health Care	Medical/Nursing Services	http://www.nasdaq.com/symbol/esrx	67.839996	2016-02-16
PUK	Prudential Public Limited Company	35.48	45.61	n/a	Finance	Life Insurance	http://www.nasdaq.com/symbol/puk	35.480000	2011-03-09
TJX	TJX Companies, Inc. (The)	67.96	45.5	n/a	Consumer Services	Clothing/Shoe/Accessory Stores	http://www.nasdaq.com/symbol/tjx	67.959999	2016-02-24
F	Ford Motor Company	11.45	45.44	n/a	Capital Goods	Auto Manufacturing	http://www.nasdaq.com/symbol/f	11.450000	2016-04-28
ING	ING Group, N.V.	11.7	45.15	1997	Finance	Life Insurance	http://www.nasdaq.com/symbol/ing	11.700000	2011-05-05
ORAN	Orange	16.94	44.87	n/a	Public Utilities	Telecommunications Equipment	http://www.nasdaq.com/symbol/oran	16.940001	undefined
STO	Statoil ASA	14	44.64	n/a	Energy	Integrated oil Companies	http://www.nasdaq.com/symbol/sto	14.000000	2011-05-04
GM	General Motors Company	28.54	44.03	2010	Capital Goods	Auto Manufacturing	http://www.nasdaq.com/symbol/gm	28.540001	2016-04-21
SO	Southern Company (The)	48.22	43.83	n/a	Public Utilities	Electric Utilities: Central	http://www.nasdaq.com/symbol/so	48.220001	2016-04-27
MET	MetLife, Inc.	38.81	43.14	2000	Finance	Life Insurance	http://www.nasdaq.com/symbol/met	38.810001	2016-05-04
EXCU	Exelon Corporation	46.8419	43.07	n/a	Public Utilities	Power Generation	http://www.nasdaq.com/symbol/excu	46.841900	undefined
TGT	Target Corporation	69.56	42.85	n/a	Consumer Services	Department/Specialty Retail Stores	http://www.nasdaq.com/symbol/tgt	69.559998	2016-02-24
PYPL	PayPal Holdings, Inc.	35.07	42.84	n/a	Miscellaneous	Business Services	http://www.nasdaq.com/symbol/pypl	35.070000	2016-01-27
PNC	PNC Financial Services Group, Inc. (The)	83.57	42.44	n/a	Finance	Major Banks	http://www.nasdaq.com/symbol/pnc	83.570000	2016-04-11
GD	General Dynamics Corporation	134.2	42.42	n/a	Capital Goods	Marine Transportation	http://www.nasdaq.com/symbol/gd	134.199997	2016-04-27
D	Dominion Resources, Inc.	71.06	42.3	n/a	Public Utilities	Electric Utilities: Central	http://www.nasdaq.com/symbol/d	71.059998	2016-05-02
BCS	Barclays PLC	10.06	42.21	n/a	Finance	Commercial Banks	http://www.nasdaq.com/symbol/bcs	10.060000	2015-02-16
CNI	Canadian National Railway Company	53.35	42.08	n/a	Transportation	Railroads	http://www.nasdaq.com/symbol/cni	53.349998	2011-04-25
BBVA	Banco Bilbao Viscaya Argentaria S.A.	6.58	41.89	n/a	Finance	Commercial Banks	http://www.nasdaq.com/symbol/bbva	6.580000	2011-05-05
PSX	Phillips 66	78.33	41.78	n/a	Energy	Integrated oil Companies	http://www.nasdaq.com/symbol/psx	78.330002	2016-04-28
MON	Monsanto Company	94.58	41.65	n/a	Basic Industries	Agricultural Chemicals	http://www.nasdaq.com/symbol/mon	94.580002	2016-04-06
REGN	Regeneron Pharmaceuticals, Inc.	396.61	41.27	1991	Health Care	Major Pharmaceuticals	http://www.nasdaq.com/symbol/regn	396.609985	2016-02-09
PSA	Public Storage	237.13	41.06	n/a	Consumer Services	Real Estate Investment Trusts	http://www.nasdaq.com/symbol/psa	237.130005	2016-02-16
COP	ConocoPhillips	32.9	40.62	n/a	Energy	Integrated oil Companies	http://www.nasdaq.com/symbol/cop	32.900002	2016-04-28
SMFG	Sumitomo Mitsui Financial Group Inc	5.71	40.37	n/a	Finance	Commercial Banks	http://www.nasdaq.com/symbol/smfg	5.710000	undefined
RBS	Royal Bank Scotland plc (The)	7	40.18	n/a	Finance	Commercial Banks	http://www.nasdaq.com/symbol/rbs	7.000000	undefined
INFY	Infosys Limited	17.35	39.66	n/a	Technology	EDP Services	http://www.nasdaq.com/symbol/infy	17.350000	2011-04-11
ADBE	Adobe Systems Incorporated	79.2	39.47	1986	Technology	Computer Software: Prepackaged Software	http://www.nasdaq.com/symbol/adbe	79.199997	2016-03-17
ABB	ABB Ltd	17.6	39	n/a	Consumer Durables	Electrical Products	http://www.nasdaq.com/symbol/abb	17.600000	2011-04-27
CRM	Salesforce.com Inc	58.51	38.85	2004	Technology	Computer Software: Prepackaged Software	http://www.nasdaq.com/symbol/crm	58.509998	2016-02-24
CAT	Caterpillar, Inc.	66.12	38.5	n/a	Capital Goods	Construction/Ag Equipment/Trucks	http://www.nasdaq.com/symbol/cat	66.120003	2016-04-25
RTN	Raytheon Company	126.65	38.13	n/a	Capital Goods	Industrial Machinery/Components	http://www.nasdaq.com/symbol/rtn	126.650002	2016-04-21
ASML	ASML Holding N.V.	88.36	38.05	1995	Technology	Industrial Machinery/Components	http://www.nasdaq.com/symbol/asml	88.360001	2011-04-13
BK	Bank Of New York Mellon Corporation (The)	34.46	37.66	n/a	Finance	Major Banks	http://www.nasdaq.com/symbol/bk	34.459999	2016-04-20
MFG	Mizuho Financial Group, Inc.	3.03	37.66	n/a	Finance	Major Banks	http://www.nasdaq.com/symbol/mfg	3.030000	2010-07-26
AMT	American Tower Corporation (REIT)	88.84	37.63	n/a	Consumer Services	Real Estate Investment Trusts	http://www.nasdaq.com/symbol/amt	88.839996	2016-02-26
ITUB	Itau Unibanco Banco Holding SA	6.32	37.6	n/a	Finance	Major Banks	http://www.nasdaq.com/symbol/itub	6.320000	2011-05-03
ADP	Automatic Data Processing, Inc.	81.31	37.5	n/a	Technology	EDP Services	http://www.nasdaq.com/symbol/adp	81.309998	2016-04-28
CHA	China Telecom Corp Ltd	46.21	37.4	2002	Public Utilities	Telecommunications Equipment	http://www.nasdaq.com/symbol/cha	46.209999	2011-03-21
SYT	Syngenta AG	80.04	37.2	n/a	Basic Industries	Agricultural Chemicals	http://www.nasdaq.com/symbol/syt	80.040001	2011-07-22
EOG	EOG Resources, Inc.	67.06	36.86	n/a	Energy	Oil & Gas Production	http://www.nasdaq.com/symbol/eog	67.059998	2016-02-25
KR	Kroger Company (The)	37.63	36.68	n/a	Consumer Services	Food Chains	http://www.nasdaq.com/symbol/kr	37.630001	2016-03-03
CUK	Carnival Corporation	45.35	36.58	n/a	Consumer Services	Marine Transportation	http://www.nasdaq.com/symbol/cuk	45.349998	undefined
SYK	Stryker Corporation	96.91	36.39	n/a	Health Care	Medical/Dental Instruments	http://www.nasdaq.com/symbol/syk	96.910004	2016-04-19
FDX	FedEx Corporation	131.91	36.36	n/a	Transportation	Air Freight/Delivery Services	http://www.nasdaq.com/symbol/fdx	131.910004	2016-03-16
BHP	BHP Billiton Limited	22.58	36.26	n/a	Basic Industries	Precious Metals	http://www.nasdaq.com/symbol/bhp	22.580000	2011-08-24
BCE	BCE, Inc.	41.85	36.23	n/a	Public Utilities	Telecommunications Equipment	http://www.nasdaq.com/symbol/bce	41.849998	2011-05-02
LYB	LyondellBasell Industries NV	79.75	35.84	n/a	Basic Industries	Major Chemicals	http://www.nasdaq.com/symbol/lyb	79.750000	2016-04-22
CTSH	Cognizant Technology Solutions Corporation	58.54	35.6	1998	Technology	EDP Services	http://www.nasdaq.com/symbol/ctsh	58.540001	2016-02-08
MCK	McKesson Corporation	154.36	35.52	n/a	Health Care	Other Pharmaceuticals	http://www.nasdaq.com/symbol/mck	154.360001	2016-05-10
AVGO	Broadcom Limited	128.36	35.49	2009	Technology	Semiconductors	http://www.nasdaq.com/symbol/avgo	128.360001	2016-02-23
EW	Edwards Lifesciences Corporation	82.02	35.39	n/a	Health Care	Industrial Specialties	http://www.nasdaq.com/symbol/ew	82.019997	2016-04-21
NFLX	Netflix, Inc.	82.79	35.38	2002	Consumer Services	Consumer Electronics/Video Chains	http://www.nasdaq.com/symbol/nflx	82.790001	2016-04-13
QQQ	PowerShares QQQ Trust, Series 1	98.12	35.13	n/a	n/a	n/a	http://www.nasdaq.com/symbol/qqq	98.120003	undefined
